name	O1_Tg_F_Th	O2_Tg_TR	Y1_Th_TG_f	Y2_Tg_TR	O1_E_1cm	O1_E_5cm	O2_E_1cm	O2_E_5cm	Y1_E_1cm	Y1_E_5cm	Y2_E_1cm	Y2_E_5cm	O1_S_1	O1_S_3	O2_S_1	O2_S_3	Y1_S_1	Y1_S_3	Y2_S_1	Y2_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm
Paraburkholderia atlantica	0	1.00E-05	0	0	0	0	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paraburkholderia bonniea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0
Paraburkholderia bryophila	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Paraburkholderia busanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05
Paraburkholderia caffeinilytica	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Paraburkholderia caledonica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	0	0	1.00E-05	0	1.00E-05	0	0	0	0	0	0	0
Paraburkholderia caribensis	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	3.00E-05	3.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paraburkholderia dioscoreae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0
Paraburkholderia dokdonensis	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0
Paraburkholderia edwinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	0	1.00E-05
Paraburkholderia fungorum	0	2.00E-05	0	0	0	0	6.00E-05	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	3.00E-05	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	4.00E-05	5.00E-05	3.00E-05	3.00E-05	1.00E-05	3.00E-05	3.00E-05	2.00E-05	4.00E-05	1.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	2.00E-05
Paraburkholderia ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia graminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	0	0	0
Paraburkholderia hospita	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	1.00E-05	0	0
Paraburkholderia kirstenboschensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0
Paraburkholderia kururiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	1.00E-05	1.00E-05	0
Paraburkholderia largidicola	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	3.00E-05	1.00E-05	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	0	1.00E-05	0	0	0	0	0	0	0
Paraburkholderia megapolitana	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	1.00E-05	0	0	0	0	0	0	1.00E-05	2.00E-05	2.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	2.00E-05	0	0	0	0	0	0	0
Paraburkholderia pallida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	2.00E-05	1.00E-05	2.00E-05	2.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paraburkholderia phenoliruptrix	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	3.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paraburkholderia phymatum	0	0	0	0	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	2.00E-05	2.00E-05	1.00E-05
Paraburkholderia phytofirmans	0	1.00E-05	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Paraburkholderia sabiae	1.00E-05	0	0	0	0	0	9.00E-05	0	0	0	0	0	2.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	0	4.00E-05	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paraburkholderia sp. 22B1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05
Paraburkholderia sp. D15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	3.00E-05	4.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05
Paraburkholderia sp. FT54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Paraburkholderia sp. IMGN_8	2.00E-05	1.00E-05	0	0	0	0	9.00E-05	0	0	0	0	0	3.00E-05	0	3.00E-05	2.00E-05	0	0	2.00E-05	2.00E-05	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	0	0	0	0	0	1.00E-05	0	0
Paraburkholderia sp. PGU19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Paraburkholderia sp. PREW-6R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Paraburkholderia sp. SOS3	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	3.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	1.00E-05	0	0
Paraburkholderia sp. SUR17	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paraburkholderia sprentiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	2.00E-05	2.00E-05	1.00E-05
Paraburkholderia terrae	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paraburkholderia terricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paraburkholderia tropica	0	0	0	0	0	0	8.00E-05	0	0	0	0	0	0	0	2.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05
Paraburkholderia xenovorans	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Parachlamydia acanthamoebae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Parachlamydiaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0
Paracholeplasma brassicae	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	5.00E-05	3.00E-05	1.00E-05	3.00E-05	3.00E-05	3.00E-05	4.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paracidovorax avenae	2.00E-05	2.00E-05	0	0	0	0	0.00047	0	0	0	0	0	3.00E-05	0	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	0	0	0	0.00029	0	0	0.00022	0.0001	0	0	3.00E-05	0	0	0	0	0	0	0	0	3.00E-05	4.00E-05	4.00E-05	4.00E-05	3.00E-05	3.00E-05	3.00E-05	4.00E-05	4.00E-05	5.00E-05	5.00E-05	5.00E-05	8.00E-05	8.00E-05	7.00E-05	7.00E-05	2.00E-05	7.00E-05	7.00E-05	6.00E-05	8.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05
Paracidovorax cattleyae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Paracidovorax citrulli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	0	0
Paracidovorax valerianellae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraclostridium ghonii	2.00E-05	2.00E-05	0	0	0	0	0	0	0	5.00E-05	0.00011	0	4.00E-05	0	2.00E-05	2.00E-05	4.00E-05	4.00E-05	1.00E-05	1.00E-05	3.00E-05	6.00E-05	5.00E-05	0	0	0.00023	0.00017	7.00E-05	0	3.00E-05	0	0	5.00E-05	8.00E-05	0.00022	0	0	4.00E-05	3.00E-05	4.00E-05	7.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	4.00E-05	4.00E-05	0.00016	9.00E-05	4.00E-05	9.00E-05	0.0001	9.00E-05	0.0001	3.00E-05	4.00E-05	2.00E-05	3.00E-05	4.00E-05	3.00E-05	4.00E-05
Paracoccus aerodenitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	3.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paracoccus aestuarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	2.00E-05	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Paracoccus albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0
Paracoccus alcaliphilus	3.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	4.00E-05	0	4.00E-05	2.00E-05	3.00E-05	7.00E-05	1.00E-05	1.00E-05	0	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	0	2.00E-05	2.00E-05	2.00E-05	3.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paracoccus aminophilus	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	1.00E-05	4.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	0	1.00E-05
Paracoccus aminovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-05	9.00E-05	0	0	0	0	0	0	0	0	4.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paracoccus contaminans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00E-05	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	1.00E-05	0	0	0	0	0	0	0
Paracoccus denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	3.00E-05	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	1.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	0	1.00E-05	1.00E-05	1.00E-05	3.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Paracoccus everestensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	4.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Paracoccus fistulariae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	4.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	0	1.00E-05
Paracoccus jeotgali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	7.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	1.00E-05	0	0	0	0	0	0	0
Paracoccus kondratievae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	4.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	0	0	0	0	0	0
